Id_code,PoolID,Foundation_spp,Day_Night,Before_After,Removal_Control,Group,Time_Point,Sampling_Day,Sampling_time,Wind_Speed.m.s,DO_mg_L,DO_p,Conductivity,Salinity,Temp.pool,Temp.in,date_triscal,mVolts,pH.pre,Notes
D_23_4_BC,23,Mytilus,Day,Before,Removal,Before_Removal,4,7092019,13:33,2.9,8.1,102.9,51.9,34.2,17.6,17.201,20190710,-42.6,7.639092871,5 extra pumps (10mL)
D_24_4_BC,24,Mytilus,Day,Before,Removal,Before_Removal,4,7092019,13:35,3.6,8.92,111.2,52.1,34.3,16.4,16.552,20190710,-43,7.650397473,
D_25_4_BC,25,Mytilus,Day,Before,Control,Before_Control,4,7092019,13:37,3,8.63,66.2,52.9,35,14.8,15.52,20190710,-29.6,7.423398789,
D_26_4_BC,26,Phyllospadix,Day,Before,Removal,Before_Removal,4,7092019,13:40,3,5.25,68.1,53.1,35.1,15.1,16.189,20190710,-73.1,8.177125109,
D_27_4_BC,27,Phyllospadix,Day,Before,Control,Before_Control,4,7092019,13:43,3,9.07,107.6,53,35,14.2,15.324,20190710,-55.8,7.882284236,
D_28_4_BC,28,Phyllospadix,Day,Before,Removal,Before_Removal,4,7092019,13:45,3.6,9.83,121.6,53,35,15.4,15.784,20190710,-86.1,8.407339123,
D_29_4_BC,29,Phyllospadix,Day,Before,Control,Before_Control,4,7092019,13:46,3.6,15.39,196.6,52.9,34.9,17.2,17.178,20190710,-108.1,8.776248802,
D_30_4_BC,30,Mytilus,Day,Before,Control,Before_Control,4,7092019,13:49,3.6,7.46,90.2,52.4,34.6,15.8,15.858,20190710,-35.9,7.531256175,
D_31_4_BC,31,Mytilus,Day,Before,Control,Before_Control,4,7092019,13:51,3.6,6.7,83.5,51.9,34.2,16.4,15.575,20190710,-30,7.430054937,
D_32_4_BC,32,Mytilus,Day,Before,Removal,Before_Removal,4,7092019,13:52,3.6,7.67,93,52.6,34.7,14.9,15.168,20190710,-38.3,7.577559796,
D1_Ocean_5_BC,Ocean,Ocean,Day,Before,Ocean,Before_Ocean,5,7082019,13:31,0.5,8.41,101.2,52.4,34.5,13.3,19.315,20190710,-67.4,8.052311924,
D_1_5_BC,1,Phyllospadix,Day,Before,Control,Before_Control,5,7082019,13:39,0.3,11.89,148.4,53.4,35.2,16.1,21.496,20190710,-71.3,8.101290966,
D_2_5_BC,2,Phyllospadix,Day,Before,Removal,Before_Removal,5,7082019,13:41,0.3,14.83,196.4,52.7,34.8,19,22.445,20190710,-93.5,8.471875429,
D_3_5_BC,3,Phyllospadix,Day,Before,Removal,Before_Removal,5,7082019,13:43,0.3,14.24,182.4,53.2,35.2,17.3,22.291,20190710,-85.9,8.343712788,
D_4_5_BC,4,Phyllospadix,Day,Before,Control,Before_Control,5,7082019,13:49,0.3,9.92,133.5,55.3,36.6,19.3,24.025,20190710,-84.7,8.307461607,
D_5_5_BC,5,Phyllospadix,Day,Before,Control,Before_Control,5,7082019,13:54,0.3,7.77,110.2,54,35.8,22.4,23.287,20190710,-76.2,8.169665082,
D_6_5_BC,6,Phyllospadix,Day,Before,Removal,Before_Removal,5,7082019,14:00,0.2,9.88,129.2,52.7,34.6,18.1,24.547,20190710,-75.9,8.153740273,
D_7_5_BC,7,Phyllospadix,Day,Before,Removal,Before_Removal,5,7082019,14:02,0.2,10.8,129.9,52.4,34.6,16.1,22.138,20190710,-67.7,8.034493925,
D_8_5_BC,8,Phyllospadix,Day,Before,Control,Before_Control,5,7082019,14:05,0.8,9.54,132.7,54.5,36.3,21.6,22.979,20190710,-63.9,7.962987131,
D_9_5_BC,9,Mytilus,Day,Before,Control,Before_Control,5,7082019,14:21,1.8,7.77,100.5,55.2,36.6,18.9,21.732,20190710,-27.8,7.355875333,
D_10_5_BC,10,Mytilus,Day,Before,Removal,Before_Removal,5,7082019,14:23,1.8,7.93,102.9,53.8,35.7,18,21.053,20190710,-31,7.414642396,
D_11_5_BC,11,Mytilus,Day,Before,Removal,Before_Removal,5,7082019,14:26,1.7,4.85,64,54.5,36.1,19.5,21.044,20190710,-23.5,7.286216187,
D_12_5_BC,12,Mytilus,Day,Before,Control,Before_Control,5,7082019,14:19,1.8,13.34,193.8,52.5,34.6,24.2,24.042,20190710,-64.9,7.971540883,
D_13_5_BC,13,Mytilus,Day,Before,Control,Before_Control,5,7082019,14:15,1.8,5.87,80,55.3,36.6,20.4,23.02,20190710,-19,7.198626415,
D_14_5_BC,14,Mytilus,Day,Before,Control,Before_Control,5,7082019,14:11,0.8,7.8,109.5,50.4,33.1,22.1,22.689,20190710,-28.7,7.365632797,splashed
D_15_5_BC,15,Mytilus,Day,Before,Removal,Before_Removal,5,7082019,14:12,0.8,9.2,118.3,53.5,35.4,17.7,22.689,20190710,-28.7,7.365632797,
D_16_5_BC,16,Mytilus,Day,Before,Removal,Before_Removal,5,7082019,14:29,1.7,6.1,83.4,53.1,35.1,21.4,23.27,20190710,-29.4,7.37411545,
D2_Ocean_5_BC,Ocean,Ocean,Day,Before,Ocean,Before_Ocean,5,7092019,14:03,3.6,10.16,119.1,52.4,34.5,13,14.625,20190710,-65.1,8.050410924,windy
D_17_5_BC,17,Mytilus,Day,Before,Removal,Before_Removal,5,7092019,14:12,3,9.43,119.9,51.4,33.8,17.5,16.608,20190710,-30.2,7.42739111,
D_18_5_BC,18,Phyllospadix,Day,Before,Control,Before_Control,5,7092019,14:26,2.4,8.64,107,52.6,34.7,16.4,16.075,20190710,-54,7.84528116,
D_19_5_BC,19,Mytilus,Day,Before,Control,Before_Control,5,7092019,14:16,3,9.81,121.6,52.2,34.4,16.1,16.016,20190710,-51.9,7.809117339,5 extra pumps in tubing (extra 10 ml)
D_20_5_BC,20,Phyllospadix,Day,Before,Control,Before_Control,5,7092019,14:22,2.6,17.84,222.3,52.7,34.8,15.7,15.522,20190710,-86.9,8.423752664,
D_21_5_BC,21,Phyllospadix,Day,Before,Removal,Before_Removal,5,7092019,14:19,2.6,10.98,139.7,51.9,34.2,17.4,16.638,20190710,-79.1,8.277639982,
D_22_5_BC,22,Phyllospadix,Day,Before,Removal,Before_Removal,5,7092019,14:23,2.6,11.76,148.7,52.4,34.6,16.9,16.219,20190710,-36,7.530722786,
D_23_5_BC,23,Mytilus,Day,Before,Removal,Before_Removal,5,7092019,14:52,2.3,8.27,104.5,49.6,32.5,17.3,16.115,20190710,-34.3,7.501760277,
D_24_5_BC,24,Mytilus,Day,Before,Removal,Before_Removal,5,7092019,14:56,2.2,8.27,102,50.7,33.3,16.4,16.052,20190710,-39.6,7.594511097,
D_25_5_BC,25,Mytilus,Day,Before,Control,Before_Control,5,7092019,14:58,2.2,5.38,64.4,52.4,34.5,15.1,15.095,20190710,-27.8,7.394446515,
D_26_5_BC,26,Phyllospadix,Day,Before,Removal,Before_Removal,5,7092019,14:32,2.4,9.81,117.3,52,34.2,14.1,14.365,20190710,-73,8.19099274,ocean
D_27_5_BC,27,Phyllospadix,Day,Before,Control,Before_Control,5,7092019,14:34,2.4,8.71,103.2,53.6,33.9,14.6,14.382,20190710,-73.7,8.203116156,ocean
D_28_5_BC,28,Phyllospadix,Day,Before,Removal,Before_Removal,5,7092019,14:36,2.4,12.23,149.2,51.6,34,14.9,14.688,20190710,-82.6,8.356308058,ocean
D_29_5_BC,29,Phyllospadix,Day,Before,Control,Before_Control,5,7092019,14:37,2.4,15.07,199,51.2,33.7,17.6,15.33,20190710,-89.1,8.463990456,
D_30_5_BC,30,Mytilus,Day,Before,Control,Before_Control,5,7092019,14:48,2.3,6.29,75.5,51.4,33.8,15.6,15.297,20190710,-34,7.501597363,
D_31_5_BC,31,Mytilus,Day,Before,Control,Before_Control,5,7092019,14:47,2.3,8.03,99,50.9,33.5,16.4,15.265,20190710,-30.1,7.433647203,
D_32_5_BC,32,Mytilus,Day,Before,Removal,Before_Removal,5,7092019,14:49,2.3,6.62,80.3,52.4,34.5,15.1,15.06,20190710,-34.5,7.511808958,
N2_Ocean_1_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,1,7122019,1:17,4.3,8.06,98.2,50.7,33.2,15.2,15.728,20190710,-59.3,7.940310737,
N_1_1_BC,1,Phyllospadix,Night,Before,Control,Before_Control,1,7122019,1:27,4.2,6.19,73.9,50.4,33.1,15.5,16.057,20190710,-60.2,7.953456001,PFA tubes?? Are they 1 mL
N_2_1_BC,2,Phyllospadix,Night,Before,Removal,Before_Removal,1,7122019,1:29,4.2,6.41,76.1,50.4,33.1,15.4,16.002,20190710,-61.6,7.978284333,
N_3_1_BC,3,Phyllospadix,Night,Before,Removal,Before_Removal,1,7122019,1:30,4.2,6.37,75.7,50.4,33.1,15.4,15.178,20190710,-61,7.974273502,
N_4_1_BC,4,Phyllospadix,Night,Before,Control,Before_Control,1,7122019,1:32,4.2,5.26,62.3,50.4,33.1,15.5,15.826,20190710,-55.1,7.866306351,
N_5_1_BC,5,Phyllospadix,Night,Before,Control,Before_Control,1,7122019,1:33,4.2,4.28,49.7,50.4,33.1,15.5,15.916,20190710,-48,7.741849159,
N_6_1_BC,6,Phyllospadix,Night,Before,Removal,Before_Removal,1,7122019,1:34,4.2,3.17,36.5,50.5,33.1,15.5,15.787,20190710,-43.9,7.671242784,
N_7_1_BC,7,Phyllospadix,Night,Before,Removal,Before_Removal,1,7122019,1:43,4.5,6.71,80.2,50.3,33,15.3,15.926,20190710,-56.2,7.884737553,
N_8_1_BC,8,Phyllospadix,Night,Before,Control,Before_Control,1,7122019,1:44,4.5,5.23,61.3,50.7,33.3,15.2,15.626,20190710,-50.6,7.789264807,
N_9_1_BC,9,Mytilus,Night,Before,Control,Before_Control,1,7122019,1:48,4.1,3.61,41.2,50.7,33.3,15.1,15.722,20190710,-35.7,7.528624311,
N_10_1_BC,10,Mytilus,Night,Before,Removal,Before_Removal,1,7122019,1:50,4.1,2.96,33.3,50.7,33.3,15.1,15.754,20190710,-32.5,7.472600956,
N_11_1_BC,11,Mytilus,Night,Before,Removal,Before_Removal,1,7122019,1:52,4.1,2.85,31.6,50.7,33.3,15.1,15.529,20190710,-28.2,7.398904301,
N_12_1_BC,12,Mytilus,Night,Before,Control,Before_Control,1,7122019,1:56,4.1,4.41,50.5,50.8,33.3,15.2,15.609,20190710,-33.4,7.489193286,
N_13_1_BC,13,Mytilus,Night,Before,Control,Before_Control,1,7122019,1:58,4.1,4.11,48.1,50.7,33.3,15.1,15.639,20190710,-32.6,7.475047583,
N_14_1_BC,14,Mytilus,Night,Before,Control,Before_Control,1,7122019,1:59,4.1,3.75,43.2,50.7,33.3,15.1,15.463,20190710,-29.3,7.418498006,
N_15_1_BC,15,Mytilus,Night,Before,Removal,Before_Removal,1,7122019,2:01,4.1,4.5,82.6,50.7,33.3,15.1,15.529,20190710,-34.2,7.503652099,
N_16_1_BC,16,Mytilus,Night,Before,Removal,Before_Removal,1,7122019,2:20,5,3.33,37.5,50.6,33.2,15.3,15.633,20190710,-26.9,7.375609651,
N1_Ocean_1_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,1,7112019,0:23,7.3,8.62,102.8,50.7,33.3,14.6,15.171,20190710,-57.1,7.906157721,
N_17_1_BC,17,Mytilus,Night,Before,Removal,Before_Removal,1,7112019,1:19,6.7,7.31,35.5,50.8,33.3,14.6,15.462,20190710,-29.2,7.416757713,
N_18_1_BC,18,Phyllospadix,Night,Before,Control,Before_Control,1,7112019,1:26,7,5.13,60.2,50.8,33.4,14.7,15.792,20190710,-38.7,7.580510053,
N_19_1_BC,19,Mytilus,Night,Before,Control,Before_Control,1,7112019,1:17,6.7,3.57,41,50.9,33.4,14.5,15.715,20190710,-31.4,7.453647444,
N_20_1_BC,20,Phyllospadix,Night,Before,Control,Before_Control,1,7112019,1:13,7.4,5.55,64.9,50.8,33.3,14.5,15.345,20190710,-52,7.815743853,
N_21_1_BC,21,Phyllospadix,Night,Before,Removal,Before_Removal,1,7112019,1:12,7.4,5.42,63.6,50.5,32.3,14.6,15.282,20190710,-44.9,7.692145072,
N_22_1_BC,22,Phyllospadix,Night,Before,Removal,Before_Removal,1,7112019,1:09,7.4,4.91,57.7,50.6,33.2,14.6,15.318,20190710,-44.6,7.686657081,
N_23_1_BC,23,Mytilus,Night,Before,Removal,Before_Removal,1,7112019,1:04,7.3,3.35,38.4,50.7,33.2,14.6,15.321,20190710,-24.9,7.342466653,
N_24_1_BC,24,Mytilus,Night,Before,Removal,Before_Removal,1,7112019,1:02,7.3,3.61,42,50.6,33.2,14.6,15.157,20190710,-23.4,7.317171486,
N_25_1_BC,25,Mytilus,Night,Before,Control,Before_Control,1,7112019,1:00,7.3,4.15,47.7,50.7,33.3,14.6,15.272,20190710,-26.9,7.377690221,
N_26_1_BC,26,Phyllospadix,Night,Before,Removal,Before_Removal,1,7112019,0:55,7.3,6.71,79.4,50.4,33,14.6,15.054,20190710,-56.3,7.893057243,
N_27_1_BC,27,Phyllospadix,Night,Before,Control,Before_Control,1,7112019,0:53,6.9,6.96,82.9,50.5,33.2,14.6,15.435,20190710,-58,7.919870283,
N_28_1_BC,28,Phyllospadix,Night,Before,Removal,Before_Removal,1,7112019,0:50,6.9,5.83,68.1,50.6,33.2,14.6,15.157,20190710,-51.6,7.810121365,
N_29_1_BC,29,Phyllospadix,Night,Before,Control,Before_Control,1,7112019,0:49,6.9,6.57,77.8,50.6,33.2,14.7,15.196,20190710,-52.1,7.81857718,
N_30_1_BC,30,Mytilus,Night,Before,Control,Before_Control,1,7112019,0:45,6.9,4.6,54.4,50.6,33.2,14.6,15.165,20190710,-37,7.554855156,
N_31_1_BC,31,Mytilus,Night,Before,Control,Before_Control,1,7112019,0:43,7.2,3.03,34.5,50.6,33.2,14.6,15.013,20190710,-30.2,7.436897982,
N_32_1_BC,32,Mytilus,Night,Before,Removal,Before_Removal,1,7112019,0:42,7.2,3.65,41.7,50.6,33.2,14.6,15.147,20190710,-30.7,7.444839039,
N2_Ocean_2_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,2,7122019,2:30,4.9,8.3,100.5,50.6,33.2,15.3,15.526,20190710,-59,7.936632776,
N_1_2_BC,1,Phyllospadix,Night,Before,Control,Before_Control,2,7122019,2:39,4.5,5.12,59.2,50.4,33.1,15.5,15.99,20190710,-51.5,7.802334222,
N_2_2_BC,2,Phyllospadix,Night,Before,Removal,Before_Removal,2,7122019,2:42,4.5,5.31,63.9,50.5,33.1,15.4,15.539,20190710,-52.5,7.823059774,
N_3_2_BC,3,Phyllospadix,Night,Before,Removal,Before_Removal,2,7122019,2:43,4.5,5.39,63.1,50.5,33.1,15.4,15.588,20190710,-52.8,7.827937886,
N_4_2_BC,4,Phyllospadix,Night,Before,Control,Before_Control,2,7122019,2:45,4.7,3.65,41.8,50.5,33.1,15.4,15.508,20190710,-44.2,7.678374755,
N_5_2_BC,5,Phyllospadix,Night,Before,Control,Before_Control,2,7122019,2:48,4.7,3.12,34.9,50.5,33.1,15.5,15.58,20190710,-36.7,7.546972901,
N_6_2_BC,6,Phyllospadix,Night,Before,Removal,Before_Removal,2,7122019,2:46,4.7,3,32.6,50.5,33.1,15.4,15.537,20190710,-33.5,7.491382228,
N_7_2_BC,7,Phyllospadix,Night,Before,Removal,Before_Removal,2,7122019,2:54,4.7,4.06,50.3,50,33,15.6,15.519,20190710,-42,7.639890997,
N_8_2_BC,8,Phyllospadix,Night,Before,Control,Before_Control,2,7122019,2:59,4.8,3.71,41.3,50.6,33.2,15.2,15.41,20190710,-37.9,7.569011593,
N_9_2_BC,9,Mytilus,Night,Before,Control,Before_Control,2,7122019,3:04,4.8,3.07,34.1,50.7,33.3,15.1,15.342,20190710,-31.2,7.452404628,
N_10_2_BC,10,Mytilus,Night,Before,Removal,Before_Removal,2,7122019,3:06,4.6,2.56,29,50.8,33.3,15.1,15.313,20190710,-27.2,7.382695188,
N_11_2_BC,11,Mytilus,Night,Before,Removal,Before_Removal,2,7122019,3:07,4.6,2.53,26,50.8,33.3,15.1,15.314,20190710,-26.9,7.377448112,
N_12_2_BC,12,Mytilus,Night,Before,Control,Before_Control,2,7122019,3:10,4.6,3.41,39.1,50.8,33.3,15.2,15.275,20190710,-29.7,7.426598281,
N_13_2_BC,13,Mytilus,Night,Before,Control,Before_Control,2,7122019,3:15,4.8,3.64,40.4,50.7,33.3,15.1,15.242,20190710,-27.7,7.391843437,
N_14_2_BC,14,Mytilus,Night,Before,Control,Before_Control,2,7122019,3:16,4.8,2.62,30.3,50.7,33.3,15.1,15.261,20190710,-26.5,7.370763957,
N_15_2_BC,15,Mytilus,Night,Before,Removal,Before_Removal,2,7122019,3:18,4.8,3.36,38.1,50.7,33.5,15.1,15.349,20190710,-30.2,7.434893598,
N_16_2_BC,16,Mytilus,Night,Before,Removal,Before_Removal,2,7122019,3:20,4.8,3.46,39.1,50.7,33.3,15.2,15.453,20190710,-26.9,7.376646938,
N1_Ocean_2_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,2,7112019,1:31,7,8.98,108.1,50.8,33.3,14.6,14.868,20190710,-59.9,7.957454859,
N_17_2_BC,17,Mytilus,Night,Before,Removal,Before_Removal,2,7112019,2:18,6.1,2.53,27.5,50.8,33.4,14.6,15.075,20190710,-25.4,7.352597813,
N_18_2_BC,18,Phyllospadix,Night,Before,Control,Before_Control,2,7112019,2:23,6.1,4.38,49.4,50.8,33.4,14.7,15.006,20190710,-32.7,7.480663882,
N_19_2_BC,19,Mytilus,Night,Before,Control,Before_Control,2,7112019,2:15,6.1,2.99,33.8,50.9,33.4,14.5,15.061,20190710,-27.6,7.391147159,
N_20_2_BC,20,Phyllospadix,Night,Before,Control,Before_Control,2,7112019,2:12,6.4,3.75,44.5,50.9,33.4,14.4,14.896,20190710,-43.3,7.666798129,
N_21_2_BC,21,Phyllospadix,Night,Before,Removal,Before_Removal,2,7112019,2:10,6.4,3.76,42.9,50.8,33.4,14.6,14.98,20190710,-36.5,7.547289651,
N_22_2_BC,22,Phyllospadix,Night,Before,Removal,Before_Removal,2,7112019,2:08,6.4,3.5,40.4,50.9,33.4,14.6,14.957,20190710,-36.2,7.542187911,
N_23_2_BC,23,Mytilus,Night,Before,Removal,Before_Removal,2,7112019,2:04,6.8,3.03,33.5,50.7,33.3,14.6,15.021,20190710,-21.3,7.281200443,
N_24_2_BC,24,Mytilus,Night,Before,Removal,Before_Removal,2,7112019,2:02,6.8,2.92,43.8,50.8,33.3,14.6,15.024,20190710,-21.5,7.284681875,
N_25_2_BC,25,Mytilus,Night,Before,Control,Before_Control,2,7112019,2:00,6.8,2.64,29.9,50.8,33.4,14.5,14.902,20190710,-26.8,7.378074092,
N_26_2_BC,26,Phyllospadix,Night,Before,Removal,Before_Removal,2,7112019,1:54,6.9,3.16,35.4,50.6,33.2,14.6,14.858,20190710,-38.2,7.577812104,
N_27_2_BC,27,Phyllospadix,Night,Before,Control,Before_Control,2,7112019,1:53,6.9,5.03,58.2,50.6,33.2,14.6,14.848,20190710,-41.1,7.628624468,
N_28_2_BC,28,Phyllospadix,Night,Before,Removal,Before_Removal,2,7112019,1:50,6.9,3.64,43,50.8,33.3,14.6,14.962,20190710,-40.2,7.612125545,
N_29_2_BC,29,Phyllospadix,Night,Before,Control,Before_Control,2,7112019,1:48,6.9,3.21,37,51,33.5,14.7,14.929,20190710,-40.7,7.621089679,
N_30_2_BC,30,Mytilus,Night,Before,Control,Before_Control,2,7112019,1:43,6.8,2.96,33.4,50.7,33.3,14.6,14.978,20190710,-27.3,7.386381913,
N_31_2_BC,31,Mytilus,Night,Before,Control,Before_Control,2,7112019,1:42,6.8,3.75,36.7,50.7,33.3,14.6,15.045,20190710,-30.1,7.434958314,
N_32_2_BC,32,Mytilus,Night,Before,Removal,Before_Removal,2,7112019,1:38,6.8,2.71,31.7,50.8,33.3,14.6,15.069,20190710,-30.1,7.434815262,
N2_Ocean_3_BC,Ocean,Ocean,Night,Before,Ocean,Before_Ocean,3,7122019,3:34,4.5,8.06,97.3,50.6,33.2,15.3,15.41,20190710,-58.3,7.925300976,
N_1_3_BC,1,Phyllospadix,Night,Before,Control,Before_Control,3,7122019,3:40,5.1,3.87,43.8,50.4,33.1,15.4,15.426,20190710,-45.2,7.696397365,
N_2_3_BC,2,Phyllospadix,Night,Before,Removal,Before_Removal,3,7122019,3:42,5.1,4.29,48.8,50.5,33.1,15.4,15.432,20190710,-46.2,7.713819974,
N_3_3_BC,3,Phyllospadix,Night,Before,Removal,Before_Removal,3,7122019,3:45,4.7,4.52,52.6,50.5,33.1,15.4,15.375,20190710,-45.8,7.707228177,
N_4_3_BC,4,Phyllospadix,Night,Before,Control,Before_Control,3,7122019,3:46,4.7,3.06,34.6,50.5,33.1,15.4,15.42,20190710,-36.8,7.549736282,
N_5_3_BC,5,Phyllospadix,Night,Before,Control,Before_Control,3,7122019,3:49,4.7,2.7,31,50.4,33.1,15.4,15.668,20190710,-33.4,7.488830149,
N_6_3_BC,6,Phyllospadix,Night,Before,Removal,Before_Removal,3,7122019,3:48,4.7,2.43,27.3,50.5,33.1,15.4,15.602,20190710,-39.7,7.599193754,
N_7_3_BC,7,Phyllospadix,Night,Before,Removal,Before_Removal,3,7122019,3:55,4.7,3.62,40.5,50.3,33,15.6,15.527,20190710,-38.2,7.573496857,
N_8_3_BC,8,Phyllospadix,Night,Before,Control,Before_Control,3,7122019,3:57,4.7,3.67,41.2,50.7,33.3,15.2,15.428,20190710,-34,7.500785967,
N_9_3_BC,9,Mytilus,Night,Before,Control,Before_Control,3,7122019,4:02,4.7,3.29,35.5,50.7,33.3,15.1,15.341,20190710,-29.6,7.424459704,
N_10_3_BC,10,Mytilus,Night,Before,Removal,Before_Removal,3,7122019,4:03,4.7,2.48,26.7,50.8,33.3,15.1,15.346,20190710,-25.2,7.347566288,
N_11_3_BC,11,Mytilus,Night,Before,Removal,Before_Removal,3,7122019,4:05,4.1,2.77,30.3,50.8,33.3,15.1,15.387,20190710,-25.9,7.359560776,first light
N_12_3_BC,12,Mytilus,Night,Before,Control,Before_Control,3,7122019,4:07,4.1,3.13,35.5,50.8,33.3,15.1,15.409,20190710,-28,7.396112281,
N_13_3_BC,13,Mytilus,Night,Before,Control,Before_Control,3,7122019,4:09,4.1,2.44,27.4,50.8,33.3,15.1,15.384,20190710,-26.5,7.37005793,
N_14_3_BC,14,Mytilus,Night,Before,Control,Before_Control,3,7122019,4:12,4.1,3.6,38.9,50.7,33.3,15.1,15.386,20190710,-25.5,7.352579832,
N_15_3_BC,15,Mytilus,Night,Before,Removal,Before_Removal,3,7122019,4:14,4.1,3.22,37.3,50.8,33.3,15.1,15.373,20190710,-28.9,7.412042839,
