PoolID,Foundation_spp,Removal_Control,Before_After,Mytilus.californianus,Phyllospadix.spp,allCCA,macroalgae,macrophytes,macroCCA,consumers,allconsumers,prodphyllodom,allproddom
1,Phyllospadix,Control,Before,0,46.93384072620605,21.683117294961747,18.246323383676227,65.18016410988227,39.929440678637974,0.8403694454354461,0.8403694454354461,17.40595393824078,64.33979466444683
2,Phyllospadix,Removal,Before,0,56.60637857241475,26.17699848129228,2.468590363109209,59.074968935523955,28.645588844401487,1.7699848129228222,1.7699848129228222,0.698605550186387,57.304984122601134
3,Phyllospadix,Removal,Before,0,64.84346195155577,15.626552956829807,6.713582661387281,71.55704461294305,22.340135618217086,1.0259534153027365,1.0259534153027365,5.687629246084544,70.53109119764031
4,Phyllospadix,Control,Before,0.1346015793251974,40.02153625269203,49.27763819095477,2.2119526202440776,42.23348887293611,51.489590811198845,0.7133883704235464,0.8479899497487438,1.3639626704953338,41.38549892318736
5,Phyllospadix,Control,Before,0,63.91164060560933,21.012658227848103,6.239761727475801,70.15140233308513,27.252419955323905,0.5063291139240506,0.5063291139240506,5.73343261355175,69.64507321916108
6,Phyllospadix,Removal,Before,0,60.55024749625878,29.480833429262116,0.9899850351099344,61.54023253136871,30.47081846437205,0.05755726948313572,0.05755726948313572,0.9324277656267987,61.482675261885575
7,Phyllospadix,Removal,Before,0,45.94100756982511,25.880971025841813,17.220046985121375,63.16105455494649,43.10101801096319,0.4385277995301487,0.4385277995301487,16.781519185591225,62.72252675541634
8,Phyllospadix,Control,Before,1.3082155939298796,43.04029304029304,36.23757195185767,5.023547880690737,48.06384092098377,41.2611198325484,2.0059305773591487,3.3141461712890283,1.7094017094017087,44.74969474969474
9,Mytilus,Control,Before,66.00778606849886,0,0.5109607452379848,18.85109143995921,18.85109143995921,19.362052185197193,5.921814895490568,71.92960096398943,-53.078509524030224,-53.078509524030224
10,Mytilus,Removal,Before,67.84088993763694,0,0.9270183718186416,12.759143772122028,12.759143772122028,13.68616214394067,2.6714983987864485,70.5123883364234,-57.75324456430137,-57.75324456430137
11,Mytilus,Removal,Before,84.2358604091456,0,0.4171680705976734,10.429201764941835,10.429201764941835,10.846369835539509,2.4308062575210583,86.66666666666666,-76.23746490172482,-76.23746490172482
12,Mytilus,Control,Before,43.588004822182036,0,0.0791139240506329,0.5688667872212176,0.5688667872212176,0.6479807112718505,1.62748643761302,45.21549125979506,-44.64662447257384,-44.64662447257384
13,Mytilus,Control,Before,79.91545348754364,0,7.599686512931341,3.6810981547011186,3.6810981547011186,11.28078466763246,3.507730306124872,83.42318379366851,-79.7420856389674,-79.7420856389674
14,Mytilus,Control,Before,85.2505515285219,0,7.327450362433029,0.17333753545540498,0.17333753545540498,7.500787897888435,1.73337535455405,86.98392688307595,-86.81058934762055,-86.81058934762055
15,Mytilus,Removal,Before,42.589215941651474,0,2.995571763480073,0.3190935139359208,0.3190935139359208,3.314665277415994,8.3810888252149,50.97030476686638,-50.65121125293046,-50.65121125293046
16,Mytilus,Removal,Before,71.7369017428371,0,0.14838396374035506,20.375816111800575,20.375816111800575,20.52420007554093,0.5759995683375602,72.31290131117467,-51.937085199374096,-51.937085199374096
17,Mytilus,Removal,Before,62.95399515738497,9.224028594488642,5.223106191629194,5.995618586417617,15.219647180906259,11.218724778046811,10.49233252623083,73.4463276836158,-67.45070909719819,-58.22668050270955
18,Phyllospadix,Control,Before,2.475791155036438,49.81531396625736,13.550963362284115,0.5191175002495757,50.334431466506935,14.070080862533692,4.787860636917241,7.263651791953679,-6.744534291704103,43.07077967455326
19,Mytilus,Control,Before,79.19536867115261,0,2.842274173958527,13.964023865882961,13.964023865882961,16.806298039841487,1.2677642135872407,80.46313288473985,-66.49910901885688,-66.49910901885688
20,Phyllospadix,Control,Before,0.5945000254785725,53.68335230071509,30.73904846024493,4.302481612963497,57.98583391367859,35.04153007320843,0.6148828834949807,1.209382908973553,3.093098703989944,56.77645100470504
21,Phyllospadix,Removal,Before,0.4883634771479573,73.40608265130847,15.536694621265701,0,73.40608265130847,15.536694621265701,0.33343437405274323,0.8217978512007005,-0.8217978512007005,72.58428480010777
22,Phyllospadix,Removal,Before,0,64.34471684682745,5.396546872154812,5.477660613484746,69.8223774603122,10.874207485639559,0.03310764952242216,0.03310764952242216,5.444552963962324,69.78926981078978
23,Mytilus,Removal,Before,68.33421231070594,0,10.84909214194229,0.060272734121901615,0.060272734121901615,10.909364876064192,5.650568823928276,73.98478113463422,-73.92450840051232,-73.92450840051232
24,Mytilus,Removal,Before,60.1423487544484,0,2.2182680901542104,0.7236061684460262,0.7236061684460262,2.9418742586002367,13.428232502965598,73.57058125741399,-72.84697508896797,-72.84697508896797
25,Mytilus,Control,Before,73.04223591392088,0,0.7411376015715688,0.0446468434681668,0.0446468434681668,0.7857844450397357,16.019287436378246,89.06152335029913,-89.01687650683095,-89.01687650683095
26,Phyllospadix,Removal,Before,0,30.172597485616876,14.170040485829961,17.604943532921375,47.77754101853825,31.774984018751336,2.190496484125293,2.190496484125293,15.414447048796081,45.58704453441296
27,Phyllospadix,Control,Before,0,32.42320819112628,7.136208501396215,31.937118626538425,64.3603268176647,39.07332712793464,1.8719619402213261,1.8719619402213261,30.0651566863171,62.488364877443374
28,Phyllospadix,Removal,Before,0,67.27538637890825,17.273410016206174,8.86991580694889,76.14530218585715,26.143325823155067,1.6601446697497921,1.6601446697497921,7.209771137199098,74.48515751610735
29,Phyllospadix,Control,Before,1.6350555918901244,62.78613472858078,19.402659690429477,7.434052757793764,70.22018748637454,26.836712448223242,2.289077828646174,3.9241334205362985,3.5099193372574655,66.29605406583825
31,Mytilus,Control,Before,80.05095286859654,0,1.2363563703574196,6.08187426630367,6.08187426630367,7.31823063666109,8.934235831855533,88.98518870045207,-82.9033144341484,-82.9033144341484
32,Mytilus,Removal,Before,91.42531801087753,0,0.3176363064291387,4.076832027328709,4.076832027328709,4.394468333757847,1.6331300660743449,93.05844807695188,-88.98161604962317,-88.98161604962317
1,Phyllospadix,Control,After,0,47.36330760511686,16.284341771468668,23.99201165866033,71.35531926377719,40.276353430129,1.295406703729692,1.295406703729692,22.69660495493064,70.0599125600475
2,Phyllospadix,Removal,After,0,0,18.31869510664994,63.362609786700126,63.362609786700126,81.68130489335007,4.2659974905897124,4.2659974905897124,59.096612296110415,59.096612296110415
3,Phyllospadix,Removal,After,0,0,12.343326982853705,77.21848992279153,77.21848992279153,89.56181690564524,2.015441692569939,2.015441692569939,75.2030482302216,75.2030482302216
4,Phyllospadix,Control,After,0,47.651849750800274,17.92617204911058,22.89395842619231,70.54580817699258,40.82013047530289,1.7018517768142956,1.7018517768142956,21.192106649378015,68.84395640017829
5,Phyllospadix,Control,After,0,44.23888347938981,15.887698799091202,26.923076923076923,71.16196040246673,42.810775722168124,2.596559558584875,2.596559558584875,24.326517364492048,68.56540084388186
6,Phyllospadix,Removal,After,0,0,1.428344707189335,82.78051102999527,82.78051102999527,84.2088557371846,1.1902872559911124,1.1902872559911124,81.59022377400416,81.59022377400416
7,Phyllospadix,Removal,After,0,0,56.164749933137195,17.357582241240973,17.357582241240973,73.52233217437816,2.9152179727199785,2.9152179727199785,14.442364268520993,14.442364268520993
8,Phyllospadix,Control,After,0.5605156744204667,30.187772750930854,26.32421828081835,25.56752212035072,55.75529487128158,51.89174040116907,3.1468951435320487,3.7074108179525154,21.860111302398206,52.047884053329064
9,Mytilus,Control,After,63.68896243073062,0,1.790176241296212,27.063644541184047,27.063644541184047,28.85382078248026,5.480471309427299,69.16943374015791,-42.105789198973866,-42.105789198973866
10,Mytilus,Removal,After,0,0,0.18115942028985507,75.51328502415458,75.51328502415458,75.69444444444444,6.974637681159421,6.974637681159421,68.53864734299516,68.53864734299516
11,Mytilus,Removal,After,0.661764705882353,0,0.29411764705882354,87.94117647058823,87.94117647058823,88.23529411764706,3.014705882352941,3.6764705882352944,84.26470588235294,84.26470588235294
12,Mytilus,Control,After,54.27118049465006,0,1.2629363269601825,18.242413611647077,18.242413611647077,19.50534993860726,12.015435888440626,66.28661638309069,-48.04420277144361,-48.04420277144361
13,Mytilus,Control,After,82.59892086330935,0,3.3385791366906474,3.776978417266187,3.776978417266187,7.115557553956835,5.4968525179856105,88.09577338129496,-84.31879496402877,-84.31879496402877
14,Mytilus,Control,After,71.65799091815262,0,6.756008417321963,5.869974526525638,5.869974526525638,12.625982943847601,8.960017720677815,80.61800863883043,-74.7480341123048,-74.7480341123048
15,Mytilus,Removal,After,0,0,3.020667726550079,82.47217806041336,82.47217806041336,85.49284578696343,3.21939586645469,3.21939586645469,79.25278219395867,79.25278219395867
16,Mytilus,Removal,After,3.0071439144288377,0,0.09348633930866854,2.181347917202266,2.181347917202266,2.2748342565109345,1.2472635769431528,4.254407491371991,-2.073059574169725,-2.073059574169725
17,Mytilus,Removal,After,0,4.059382973787984,2.6096033402922756,58.53630248202274,62.595685455810724,61.145905822315015,15.193690559035025,15.193690559035025,43.342611922987714,47.4019948967757
18,Phyllospadix,Control,After,4.3130227001194745,45.209080047789726,6.805256869772999,3.5364396654719235,48.74551971326165,10.341696535244923,8.344086021505376,12.657108721624851,-9.120669056152927,36.0884109916368
19,Mytilus,Control,After,71.20190107895087,0,1.1217546604478161,20.466118581275552,20.466118581275552,21.58787324172337,4.582958185119039,75.78485926406991,-55.318740682794356,-55.318740682794356
20,Phyllospadix,Control,After,0.6849315068493151,46.541095890410965,12.768264840182649,24.531963470319635,71.0730593607306,37.300228310502284,1.095890410958904,1.7808219178082192,22.751141552511417,69.29223744292237
21,Phyllospadix,Removal,After,1.4642082429501084,0,10.7646420824295,76.05748373101953,76.05748373101953,86.82212581344903,1.3828633405639912,2.8470715835141,73.21041214750544,73.21041214750544
22,Phyllospadix,Removal,After,0,0,10.231383377212698,0.5715019585179478,0.5715019585179478,10.802885335730645,0.2718380102313834,0.2718380102313834,0.29966394828656445,0.29966394828656445
23,Mytilus,Removal,After,0,0,23.08866556417759,1.3675104948479837,1.3675104948479837,24.456176059025573,7.613535173642031,7.613535173642031,-6.246024678794047,-6.246024678794047
24,Mytilus,Removal,After,0.30883261272390367,0,8.46201358863496,12.847436689314392,12.847436689314392,21.309450277949352,19.45645460160593,19.765287214329835,-6.917850525015442,-6.917850525015442
25,Mytilus,Control,After,62.71368565009279,0,2.1979095438116634,1.660642766435479,1.660642766435479,3.858552310247142,20.386832079710853,83.10051772980364,-81.43987496336817,-81.43987496336817
26,Phyllospadix,Removal,After,0,0,8.603130360205832,80.27444253859346,80.27444253859346,88.87757289879929,4.529373927958833,4.529373927958833,75.74506861063463,75.74506861063463
27,Phyllospadix,Control,After,0,34.71711976487877,7.310800881704629,35.39676708302718,70.11388684790595,42.70756796473181,3.4717119764878763,3.4717119764878763,31.925055106539304,66.64217487141806
28,Phyllospadix,Removal,After,0.3292181069958848,0,18.806584362139915,58.51851851851851,58.51851851851851,77.32510288065842,7.098765432098766,7.427983539094651,51.090534979423865,51.090534979423865
29,Phyllospadix,Control,After,0.5325218714340054,18.410041841004183,26.89235450741727,33.62495245340433,52.03499429440852,60.5173069608216,3.879802206162039,4.412324077596045,29.212628375808286,47.62267021681247
31,Mytilus,Control,After,79.10288358846564,0,1.590126972825442,5.945176219295122,5.945176219295122,7.535303192120564,12.507416637000116,91.61030022546576,-85.66512400617064,-85.66512400617064
32,Mytilus,Removal,After,0,0,0.5729291000238721,94.31845309142994,94.31845309142994,94.89138219145381,1.1936022917164002,1.1936022917164002,93.12485079971354,93.12485079971354
