Sessiles.PoolID,Sessiles.Foundation_spp,Sessiles.Removal_Control,Sessiles.Before_After,Rock,Sand,Bleached.CCA,Mytilus.californianus,Phyllospadix.spp,Diatoms,Crustose.coralline,Algae.film,Turf.algae,Noncoralline.crust,Bosiella.spp,Calliarthron.tuberculosum,Corallina.vancouveriensis,Corallina.spp,Acrosiphonia.coalita,Analipus.japonicus,Chaetomorpha.linum,Centroceras.Ceramium,Cladophora.columbiana,Cryptosiphonia.wooddii,Costaria.costata,Cumagloia.andersonii,Erythrophyllum.delessrioides,Endocladia.muricata,Fucus.gardneri,Halosaccion.glandiforme,Pyropia.spp,Polysiphonia.spp,Ptilota.spp,Cryptopluera.spp,Odonthalia.floccosa,Microcladia.borealis,Mazzaella.splendens,Mazzaella.flaccida,Mazzaella.oregona,Neorhodomela.larix,Odanthalia.washingtoniensis,Scytosiphon.lomentaria,Osmundea.spectabilis,Ulva.spp,Plocamium.pacificum,Smithura.naiadum,Mastocarpus,Farlowia.mollis,Savoiea.robusta,Palmaria.hecatensis,Melobesia.mediocris,Leathesia.marina,Callithamnion.pikeanum,Laminara.setchellii,Schizymenia.pacifica,Chthamalus,Semibalanus.cariosus,Balanus.nibulis,Balanus.glandula,Pollicipes.polymerus,tube.worm,Ophlitaspongia.pennata,Halichondria,Haliclona.permollis,Anthropluera.elegantissima,Anthropluera.xanthogrammica,Urticina.coriacea,Epiactis.prolifera,Anthopleura.artemisia,Stylantheca.spp,DiatomPresent
1,Phyllospadix,Control,After,1.2221480867686179,1.6550168687755447,0,0,2.6233757875571997,0.720760911286332,1.6019121017050582,1.0399123839629627,1.4706581970801595,1.0741782162535634,1.5508280775591756,1.1887736104637607,0.6512810035619871,1.1481871775414636,0.8309595423502596,0,0.4820018716287055,1.0276999450729165,0,0,0,0,0,0,0,0.4355378569473935,0,1.0379067576875267,0,0.7543736968525511,1.248394518457571,0,0.8270118794481065,0,0,0,0,0,0,1.4818427150836555,0.5847857080795876,1.6170159736556693,0,0,0,0,0.4355378569473935,0,0,0,0,0.4820018716287055,0,0,0,0,0.900205427512482,0,0,0.4355378569473935,0,0.7646396443544747,0.46052521407666114,0.5334227565932038,0.5334227565932038,0,Yes
2,Phyllospadix,Removal,After,1.5624596910374464,1.258615044232965,1.2962269574691325,0,0,2.290836271418588,1.6020469722140416,1.2740610631117077,0.8899752326805361,1.288964896086604,1.59821887563115,1.4628797754663712,0.7077712518784754,0.783277647737571,1.285287355344027,0,0.6586553661308853,1.242578457160491,0.783277647737571,0,0,0,0,0,0,0.5538609362670843,0,1.3138667531718151,0,0,0.8545405033712571,0,1.3103954764681274,0.8140525306639006,0,0,0,0,0,2.108412387660124,0,0,0.5951623085242439,0,0,0,0,0,0,0,0,0.5538609362670843,0,0.500469851732162,0,0,1.119084609162355,0,0,0.7664231127074663,0.500469851732162,1.1408245588165744,0.6586553661308853,0.6293075221164826,0.5538609362670843,0,Yes
3,Phyllospadix,Removal,After,1.177928290459808,0.8807068167525349,1.5140017145477718,0,0,2.58888672590776,0.9281143235505801,1.473390989900718,1.1074301931342805,0.8950319502299365,1.7380164927094692,1.1959171312287367,0.6008684255801521,0.7405832050967166,1.0980839550974848,0.6691924679651938,1.0153599091373455,1.5379849829004817,0.588964145229904,0,0,0,0,0.49525783843679444,0,0.588964145229904,0.6328831613862086,1.392519745887274,0.5480928953878634,0.49525783843679444,0.6328831613862086,0,0.7751204060978544,0.7856686866514718,0,0,0,0,0,1.8785551272473835,0,0,0.44751597511496827,0,0,0,0,0,0,0,0,0.49525783843679444,0,0,0.4164605409678037,0,0.921778701915367,0.3763145792429473,0.49525783843679444,0.5627215474267178,0,0.8985078678655941,0.6517959708776893,0.5480928953878634,0.5627215474267178,0,Yes
4,Phyllospadix,Control,After,1.3290483842392782,1.378052020409037,0,0,2.627362160896307,1.1421691695001195,1.9610620103241974,1.3069267123140889,0,1.3268855644062651,0.7163849436700798,1.1840050238761257,0.843617565251013,0.7958420992359405,0.5335505960637836,0,0,1.4007125241949123,0,0,0,0,0,0,0,0.4486607835865183,0.5904707979091189,0.670904355917858,0,0,0,0,0,0.6345021650529943,0,0,0,0,0,1.5595752141079018,0,1.6765895825199932,0,0,0,0,0,0,0,0,0,0.7163849436700798,0,0,0,0,0.9546772551351771,0,0,0,0,0.7163849436700798,0,0.6136703233003474,0.670904355917858,0,Yes
5,Phyllospadix,Control,After,1.1558933037033123,1.6438898158501605,0,0,2.57899820210953,0,1.7331584719628919,1.0095191693524148,0.8353142497913256,1.0607016078643532,1.5024567823475197,1.0396872080882549,0.5337182797828158,0.8489010506383532,0.6643009721810497,0,0,0.6643009721810497,0,0,0,0,0,0,0,0.4697317221780363,0,0.8210301097266278,0,0,0,0,0,0,0.7138378503869032,0,0,0,0,1.8910418095191637,0,1.835879136922851,0.5586083061566023,0,0,0,0,0,0,0,0,0.5047595846762074,0,0,0,0,1.1452387725407391,0.5805559581460338,0,0,0,0.7024127582598716,0.7138378503869032,0.4697317221780363,0.6182017126179336,0,No
6,Phyllospadix,Removal,After,1.8512094561458834,0,0.94382207579528965,0,0,2.7022930821439792,0,2.1749656794535497,0,1.1984873879309836,0,1.0266493584512129,0.7505940700441505,0,0,0,0.7505940700441505,0.9243513674081104,0,0,0,0,0,0,0,0,0,0,0.8306688863521382,0,0,0,1.122399927832396,1.174743204920549,0,0,0,0,0,1.1984873879309836,0,0,0,0,0,0,0,0,0,0,0,0.8633057652441507,0,0,0,0,0,0,0,0.7505940700441505,0,0,0,0.7505940700441505,0,0,Yes
7,Phyllospadix,Removal,After,1.6716942419953478,1.9122894752489537,1.1612837846225674,0,0,0,1.9879906866899482,0,0,0.8656970894730214,2.4576199641056258,0.9765193715813837,1.1062623713697106,1.134773162367098,0.571907947231138,0,0,1.0355671075682602,0.6577875415463212,0,0,0,0,0,0,0.9302520624148632,0.7526731871519062,0,0,1.0040539126479076,1.1526491055392014,0,1.2315037723829632,1.4008826505588559,0,1.134773162367098,0.5322203146524043,0,0,1.3810069392104447,0,0,0.7191361715497772,0,0,0,0,0.571907947231138,0,0,0.6329201849336261,0.4043999877016159,0,0,0.4043999877016159,0,0.9464364271508073,0.6329201849336261,0.6329201849336261,0.6329201849336261,0.6577875415463212,0.9973820886361058,0.6577875415463212,0,0.6801169999738702,0,No
8,Phyllospadix,Control,After,1.3739231244884464,1.7751205501330392,0,0.8652606240532548,2.3440008671280537,0,1.6946567142340752,0.7402531214808543,0,0.9213678580765393,1.8941317148613979,1.3834714621112976,0.9900741964377098,0.8728848022845687,0.632601080506044,0,0,0.7747749289865552,0.4950370982188549,0,0,0,0,0,0,0.7546336834692979,0.4473165138117608,0,0.5319519808831589,0.7000881781789265,0,0,1.1106080849243447,1.0880076340728813,0,1.3163768841464445,0,0,0,1.3163768841464445,0,1.9618480291977318,0.6515054604132454,0,0,0,0.5319519808831589,0,0,0,0,0.5624707381161366,0,0,0.4473165138117608,0,1.0554929941028774,0,0.588701639392163,0,0.6118316547617604,1.0761582348686123,0,0,0.6365183022224009,0,No
9,Mytilus,Control,After,1.0630584598792123,0,0,2.8249843318363057,0,0.7838851137870788,1.0630584598792123,1.519473034493749,1.3729988783996825,0.9145718401698618,0.7200066860966404,0,0.4272312399041079,0.6777524374200856,0,0,0,0.6041962137418628,0.5280282981153211,0.6041962137418628,0.5080664302453995,0,0,0,0,0,0.47280908873302674,0,0,0,1.910636189074212,0,0.6492510842086356,0.8544624798082158,0,0,0,0,0,0.5372148432603153,0,0,0,0.6164083682052451,1.309767338755382,0,0,0,0,0,0.6041962137418628,1.2430606044928654,0.8880342060753865,0.9768686020386858,0.7258847793779748,0.4854284087389697,0.5080664302453995,0,0,0.5080664302453995,0.5372148432603153,1.0026354041570302,0,0,0,0,Yes
10,Mytilus,Removal,After,2.0094437701603503,0,0.7758410052509767,0,0,2.84833811474073,0.6524019201223846,1.7348332274729552,0,0.9027824091125407,0,0,0,0,0,0,0,0,0,0.5895116821814966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8464272727278932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5895116821814966,0,0,0,0,0.6524019201223846,0.9412841698721973,0,0,0.5895116821814966,1.5496576330538179,0,0,0,0,Yes
11,Mytilus,Removal,After,1.5949091182088846,0,0.8757653731721587,0.9019363707157843,0,2.880276858450344,0.7364279629037999,2.0910220374199864,0,1.0072732064300056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9260091391085427,0,0,0.8149915117073744,0,0.9260091391085427,0,0,0.685323440656937,0,0.9691937043892331,0,0,0,0,Yes
12,Mytilus,Control,After,1.7034231655283902,0,0,2.7142029431640355,0,0,0.837147043076325,1.9244823305418466,0,1.5511033103699796,0,0,0,0.9372930761420991,0,0,0,0,0,0,0,0,0,0.5146680843615064,0,0,0.569573863609679,0,0,0,0,0,0,1.4172426023252893,0,0,0,0.6471608544670353,0,0.6120469477875241,0,0,0,0,0,0,0,0,0,0,0,1.7139711813661367,1.0211984856791736,0.8914312711482743,0.967731194981365,0.4789526201315872,0,0,0,0.4789526201315872,0.7278505850246225,0.796974083107822,0,0,0,0,No
13,Mytilus,Control,After,1.433831996729936,0,0,3.0146964764728543,0,0,1.3223412092856577,1.2335822495426159,0.9209717312056711,0.8658522852542944,0.5476130677330788,0,0.3872209136604282,0.6408023875470523,0.42853038407783517,0,0,0,0,0.5096113817402104,0,0,0,0,0,0,0.3872209136604282,0,0,0,0.5639777022453895,0.6298444623592544,0,0.6611706046428288,0,0.46048586560283555,0,0,0,0.3872209136604282,0,0,0,0.42853038407783517,0.5096113817402104,0,0,0,0,0,0,1.0686015597398384,1.090922609672132,0.679813377838444,0.5790303213054888,0.46048586560283555,0.6298444623592544,0,0,0.5296339505653002,0,1.213642101179873,0,0,0,0,No
14,Mytilus,Control,After,1.5638263504106606,0,0,2.909485230482417,0,0,1.432306576129186,1.4597754344139817,0.8158401689800033,0.9383494348107099,1.0737060451173526,0,0.6384294341374942,1.0127936927190333,0,0,0,0.6860370735152695,0,0,0,0,0,0,0,0,0.7890546759876751,0,0,0,0,0,0,0,0,0,0,0,0,0.6384294341374942,0,0,0,0,0.5768861158501392,0,0,0,0,0,0,1.432306576129186,1.0737060451173526,0.879404182257518,0.9383494348107099,0.9211246953739136,0,0,0,0.6384294341374942,0.5768861158501392,1.0127936927190333,0,0,0,0,No
15,Mytilus,Removal,After,1.8099362647121542,0,0,0,0,2.921945919883498,1.3183348686151508,1.5880067220586462,0.9882689512928744,0.8636829568983998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8131497112091887,0,0,0,0,0,0,0.6314476315692774,0,0,0,0,0,1.1366706950039516,0,0,0,0,0,0,0,0,0,0,0,0.6676745799889587,0,0,0,0,0.8787091638324389,0,0,0.6314476315692774,0.8478288269371261,1.1499673498318002,0,0,0,0,Yes
16,Mytilus,Removal,After,3.0928882321887348,0,0.6434242089059151,1.3168568076158225,0,0,0.4996480810450111,0,0.3909957535533775,1.1569742307952784,0,0,0,0.4201522802391473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9275186018488542,0,0.7120659386936589,0,0,0,0,1.0379783475900521,0,0,0,0,0,0,0.8829078490573226,0.6952996979566242,0.48324374024110855,0.3909957535533775,0.35330454631377306,0.5283135227302167,0.35330454631377306,0,0.35330454631377306,0.48496044130623156,0.6202690726717073,0,0,0,0,No
17,Mytilus,Removal,After,1.87691212453946,0,0.9492322948042561,0,1.4194333551313667,2.5241491093525754,1.0861587542358844,1.79745746785736,1.148473054263426,1.5892370006119472,0.6939936461357401,0.6939936461357401,0.8499651588830969,0.6939936461357401,0.9133470028333954,0,0,0.872650810638629,0.7805226132833084,0,0,0,0,0,0,0,1.0861587542358844,0.7680302205653264,0,0,0,0,0,0,0,0,0,0,0,0.8499651588830969,0,0,0.6939936461357401,0,1.128833798771582,0,0,0,0,0,0,0.7680302205653264,0,0.5835767692443987,0.49072761328295905,0,1.1849778316370423,0.7680302205653264,0,0,0.8253021817513027,1.854590532023815,0,0,0.49072761328295905,0,Yes
18,Phyllospadix,Control,After,2.0344917042545125,1.5458793990547048,0,1.441104372804361,2.5930232894259495,0,1.3329131078301937,0,0.731764683898906,1.7295737683980474,1.07069754477225,0.5560209203259462,1.0068000960592918,1.04912714545711,0.6153382994998576,0,0,0.6506410351855327,1.1531453826105569,0,0,0,0,0,0.5560209203259462,0.6153382994998576,0,0,0,0,0.6153382994998576,0,0,0,0,0.8514944167201193,0,0.5174357702177469,0,0,0,0,0,0,0,0,0,0.5377657583086128,0,0,0.5560209203259462,0.639514865985436,0,0,0.587920543024431,0,0.639514865985436,0,0,0.46755599870815934,1.5311159949769453,1.237667555409924,0,0,0,0,No
19,Mytilus,Control,After,0.8224537706422224,0,0.6859522537170497,2.904844555715696,0,0.5768147911858735,0.7714785987451045,1.360326219096175,1.123639535217132,1.1814478474396777,0.7793922351453396,0.45872391935000384,0.5565438803872059,0.712903233822468,0.49293093074176153,0,0.4145038526284243,0.8873263840466414,0.4145038526284243,1.042422002054699,0.668120064989282,0,0,0,0,0,0.6119303223639326,0.6742222514188281,0,0,1.539934739888829,0.8654001611144135,0.7077555813771235,1.2034265593575915,0.5076614676787178,0,0,0,0.49293093074176153,1.2063797755717225,0,0,0,0.8385563930982379,0.8977062352209256,0.9404593747379713,0,0.5669510743023812,0,0,0.5076614676787178,1.3091347217558742,0.6198278308394147,0.5076614676787178,0.8224537706422224,0,0.7793922351453396,0,0,0.5076614676787178,0.4145038526284243,0.8447454210006402,0,0,0,0,Yes
20,Phyllospadix,Control,After,1.084102425382119,1.8707851071863846,0,0.9097284697108077,2.6119156724320436,0,1.0795946253657562,0.7234804230870479,0.6083720942801393,0.9298958263138107,1.5067403272198805,1.4178320488225196,0.7079126021876047,1.1837393512692043,0.6485700623557072,0,0,0.9821173326412105,0.5316777468268634,0,0,0,0.50056980149427,0.7234804230870479,0,0.9521537837047381,0,0.6432751699709728,0,0.7079126021876047,0,0,1.0310572303500054,1.118289160280544,0.7451006023673609,0.9836201944699643,0,0,0,1.3889236516628882,0,1.9096573766498672,0.7834340775690283,0,0,0,0,0.3617402115435239,0,0,0,0.614612624552805,0,0,0.3617402115435239,0,0.6637219856647255,0.47607689185236907,0.4301840333501481,0.3887151544561581,0.7079126021876047,0.6912441555394856,0,0.5316777468268634,0.5219180450423325,0,No
21,Phyllospadix,Removal,After,1.6745640806922193,0,1.1981347654555115,1.100020330568986,0,2.717072871316527,1.4007942745760882,1.8993831514027166,0,0.7985922416039238,1.4248303878118107,0.8981628388605639,0.8472092174289457,1.1293799788822005,0.6350970339680652,0,0,0,0.6350970339680652,0,0,0,0,0,0,0.4825693902604175,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6859952157703453,0,0,0.5340508192020125,0,0,0,0,0,0,0,0,0.6350970339680652,0,0,0,0,0.9496915757013583,0.5340508192020125,0,0,0.6350970339680652,0,0,0.5738749523802134,0.4825693902604175,0,Yes
22,Phyllospadix,Removal,After,3.013829141861746,0,1.3452390731374293,0,0,0,0.632982832277859,0,0.5033927183226448,1.3318519444825054,1.6036745433031623,0.6965860721129951,0.632982832277859,1.322697780471296,0.6835600271582888,0,0,0,0.585756730955483,0,0,0,0,0,0,0.454866668878948,0.5986382022698498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033927183226448,0,0,0.5231709566230648,0,0.454866668878948,0,0,0,0.43675596569118336,0,0.48096294436953396,0,0,0,No
23,Mytilus,Removal,After,2.862108984174111,0,0,0,0,0,1.0750480498202855,0,0,0.9535838563500151,2.041332329663098,0,0.8168598720436041,1.409194613249494,0,0,0,0,0,0,0,0,0,0,0,0,0.8930444010738555,0,0,0,0,0,0,0,0,0.7102120716633393,0,0,0,0.5972147851316162,0,0,0,0,0.6868945381660746,0,0,0.5972147851316162,0,0,0,0.7102120716633393,0,0,0.5557709809710984,0.5972147851316162,0,0,0,0,1.2468636129568493,1.4739203949963364,0,0,0,0,No
24,Mytilus,Removal,After,2.7183248421761763,0,0.7802362078110884,0.745471060969973,0,0,1.6217831858698029,1.8508732895535085,0,1.4100460013340934,0.9970530893283132,0,0.745471060969973,0.7050230006670467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7802362078110884,0,0,0,0,0,0,0,0,0,0,0,0.7050230006670467,0.8384183686338201,0,0,0,0,0,0,0,0.6560978301994965,0,0.6560978301994965,0,0.745471060969973,0,0,1.054255284780396,1.3256558385027732,1.9498098147407719,0,0,0,0,No
25,Mytilus,Control,After,1.8730503867967294,0,0,2.814106836229938,0,0,1.203833540342534,0,0,0.9251712746291032,0,0,0,0.5590579455011149,0,0,0,0.7906273286801153,0.7029781498029625,0,0,0,0,0,0,0.5590579455011149,0,0,0,0,0,0.7029781498029625,0,0.6186993203508916,0,0,0,0,0,0,0,0,0,0.7646696183624422,0.6648356864887294,0,0,0,0,0,0,1.1181158910022297,0.8926581271369252,0,0.6648356864887294,0.7029781498029625,0,0,0.6648356864887294,0,0.7753668963012474,2.0362682567756036,0,0,0,0,No
26,Phyllospadix,Removal,After,1.0968223910639383,1.1068400736049948,1.0238441000625742,0,0,2.708499719413178,1.3043489913475323,1.5824931258267678,0,1.2631902623556905,1.2665014054679475,1.1532510314312876,0.6332507027339738,1.047951047870399,0,0,0,1.4206881722012876,0,0.7195117122754944,0,0,0,0,0,0,0.7530662412717146,0.5722066037777609,1.0865224486789495,0.8556484475658087,1.7245125242928914,0,0,0.8556484475658087,0.8974116627300741,0.9841354565488639,0,0,0,1.1867132672971887,0.6050348195855254,0,0.5722066037777609,0,0.6332507027339738,0,0,0,0,0,0.6050348195855254,0.7368617939979225,0,0,0.5722066037777609,0,1.0705005328929447,1.161890219637929,0.6581310453505975,0.7826541217351092,0,0.5722066037777609,0,0.5324982458858941,0.7008071033532117,0,Yes
27,Phyllospadix,Control,After,1.4609434009729017,1.888195657413726,0,0,2.4273696743838302,0.8543188134952789,1.4321197744877165,1.064866049428504,0.9258389950243552,1.164180902847677,1.2382917037833028,0,0.5988181853858368,0.8889763352918464,0,0,0.550507160114966,1.427406206088084,0,0.7245081673715836,0,0,0,0,0,0,0.8148417659019351,0.6851975199459438,0.520637527374897,0.9740236250670017,1.754619276514214,0,0.8615902675158695,1.1523602765265593,0,1.1784680038052344,0,0,0,1.1976363707716735,0.7245081673715836,1.7988261184902528,0.637648141506403,0,0,0,0,0,0,0,0,0.8615902675158695,0,0.520637527374897,0.4845078128059815,0,0.9740236250670017,0.8889763352918464,0.7121188466538555,0.5761801382632796,0,0.895442043689814,0.550507160114966,0,0.637648141506403,0,Yes
28,Phyllospadix,Removal,After,1.2788710926212203,1.8223514224438018,0.8712252235048532,0.7574795776449995,0,1.4519590582309543,1.5252107928362002,1.2375625125441014,0,0.9916659401435902,1.7365868177771517,1.0540925533894598,0.9809436521275706,1.2094816048432424,0.5927598033463075,0,0,1.2981076349869665,0,0.6160492634810472,0,0,0,0,0,0.4504000516023448,1.2152549507659909,0.8863826494908315,0.5356189459631011,0,0,1.087597400412055,1.185519606692615,1.568295026849882,0,0,0,0,0,2.451726722048246,0.4504000516023448,0,0.5663480816157075,0,0,0,0,0,0,0,0,0.4984495937404068,0,0,0.4984495937404068,0,1.0835766388027492,0.4984495937404068,0.5356189459631011,0,0.5663480816157075,1.5090063519459567,0,0,0.6369618614695779,0,Yes
29,Phyllospadix,Control,After,1.5946470868267233,1.7198252168395516,0.8832473622814897,0.8542487704832191,2.071398673933787,0.9774738864599245,1.8907633384400166,0.9774738864599245,0.8832473622814897,0.9564406450442686,1.8379456604161852,0,0.8042675098206759,1.2291083414768111,0,0,0,0.9972308161027693,0,0,0,0,0,0,0,0.7427195407248036,0,0,0,0,0,0,0,1.0335527983062889,1.47960227278018,0,0,0,0,1.9394924281775994,0,1.759553550164387,0.691178413548582,0,0,0,0,0,0,0,0,0.6245501993343726,0,0,0,0,1.2773998578018078,0,0,0,0.6245501993343726,0.8967359560170692,0,0,0.7183347288342321,0,Yes
30,Mytilus,Control,After,1.6456552846352128,0,0,2.881514651439025,0,0,0.7359594167952201,1.2179211782803783,1.456340780540984,1.1184164561446848,0.6431807904349981,0,0,0,0,0,0,0,0,0,0,0,0,0.7359594167952201,0,0,0,0,0,0,1.2948904120180227,0.7908398603305334,0.5592082280723424,0.7781823383777428,0,0,0,0,0,0.5726928014175422,0,0,0,0,0.6650144035916938,0,0,0,0,0,0,1.569175342951717,1.0353400629439151,1.0066323373091641,0.9617796110818757,0.6431807904349981,0,0,0,0.5592082280723424,0.6650144035916938,1.0408037885879937,0,0,0,0,No
31,Mytilus,Control,After,0.9335267025839009,0,0,2.982277684626448,0,0,1.063990353197863,1.1811164373346368,1.166441334558898,0.555078298378902,0.555078298378902,0,0.4935421544833215,0.6267113926765582,0,0,0,0,0,0.7452896472242272,0,0,0,0.6142951168339512,0,0,0.9261464660300718,0,0,0,0,0.6701838867405872,0,0,0,0,0,0,0,0.6601030618157936,0,0,0,0,0.8595501282198075,0,0,0.39249962887321144,0,0,0,1.7386190457771646,1.1229436175903968,0.796987446472084,0.9614238149711355,0.7305241236503626,0,0,0,0,0.46676335129195046,0.6601030618157936,0,0,0,0,No
32,Mytilus,Removal,After,1.3640001260938093,0,0,0,0,3.0896049333365143,0.8512910747553606,1.3373608623778215,0,0.8206553595645324,0,0,0,0.46744434353632847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46744434353632847,0,0,0.555888139201178,0.5173122034578406,0.8096373527156014,0,0.46744434353632847,0.46744434353632847,0.5173122034578406,0.731589934111188,0,0,0,0.555888139201178,Yes
